YEAR,MO,DY,QV2M,RH2M,PRECTOTCORR
2008,1,7,11.17,69.81,0
2008,1,8,11.23,72.38,0
2008,1,9,10.86,67.25,0
2008,1,10,10.19,63.19,0
2008,1,11,10.62,65.06,0
2008,1,12,10.38,62.81,0
2008,1,13,9.95,59.31,0
2008,1,14,9.4,54,0
2008,1,15,8.85,52.5,0
2008,1,16,10.13,61.31,0
2008,1,17,9.83,61.38,0
2008,1,18,9.16,59.56,0
2008,1,19,9.58,63,0
2008,1,20,9.7,62.5,0
2008,1,21,10.68,64.56,0
2008,1,22,11.35,65.19,0
2008,1,23,12.15,67.12,0
2008,1,24,12.33,66.31,0.01
2008,1,25,12.94,66.56,0.06
2008,1,26,10.68,55.44,0
2008,1,27,5.37,32.81,0
2008,1,28,7.02,43.94,0
2008,1,29,10.93,60.19,0
2008,1,30,8.73,51.44,0
2008,1,31,8.54,49.25,0
2008,2,1,5.86,34.38,0
2008,2,2,11.41,60.5,0
2008,2,3,13.31,66.38,0
2008,2,4,13.49,66.19,0.77
2008,2,5,13.12,65.12,0.17
2008,2,6,12.27,62.75,0
2008,2,7,12.15,61.56,0
2008,2,8,14.1,66.62,0.04
2008,2,9,15.44,70.5,1.41
2008,2,10,14.77,73.88,9.13
2008,2,11,16.6,84.38,10.82
2008,2,12,16.66,80.25,9.39
2008,2,13,16.3,84,5.96
2008,2,14,14.47,73.69,0.28
2008,2,15,13.37,68.94,0
2008,2,16,11.9,63.69,0
2008,2,17,10.38,55.94,0
2008,2,18,10.93,59,0
2008,2,19,12.27,62.88,0
2008,2,20,12.7,63.12,0
2008,2,21,12.27,62.44,0
2008,2,22,12.63,66.31,0
2008,2,23,12.88,66.56,0
2008,2,24,11.78,60.75,0
2008,2,25,10.74,53.25,0
2008,2,26,8.61,43.25,0
2008,2,27,9.52,46.75,0
2008,2,28,11.47,56.5,0
2008,2,29,10.86,52.69,0
2008,3,1,9.7,49.38,0
2008,3,2,8.3,42.56,0
2008,3,3,8.61,44.38,0
2008,3,4,8.67,43.5,0
2008,3,5,8.91,45.19,0
2008,3,6,9.09,45.25,0
2008,3,7,6.96,32.88,0
2008,3,8,5.49,25.25,0
2008,3,9,5.74,26.62,0
2008,3,10,6.65,32.06,0
2008,3,11,7.75,35.81,0
2008,3,12,10.5,50.75,0
2008,3,13,11.84,54.25,0.04
2008,3,14,12.88,57.56,0.33
2008,3,15,11.9,49.75,0.01
2008,3,16,12.45,51.06,0
2008,3,17,12.39,50,0
2008,3,18,12.51,51.31,0
2008,3,19,13.24,52.88,0
2008,3,20,13.43,53.75,0.01
2008,3,21,14.22,62.31,8.56
2008,3,22,16.48,79.62,21.66
2008,3,23,18.13,86.81,57.06
2008,3,24,17.64,80.88,12.38
2008,3,25,17.15,80,0.73
2008,3,26,17.82,83.19,12.66
2008,3,27,17.4,75.75,1.22
2008,3,28,17.15,72.94,0.25
2008,3,29,16.24,68.94,0.01
2008,3,30,16.6,71.44,13.19
2008,3,31,16.42,70.56,0.71
2008,4,1,15.62,65.19,0.01
2008,4,2,14.53,59.88,0
2008,4,3,14.28,58.12,0
2008,4,4,14.28,59.44,0
2008,4,5,15.08,63.19,0
2008,4,6,15.62,67,2.07
2008,4,7,14.89,64,1.04
2008,4,8,14.65,61.06,1.81
2008,4,9,14.16,59.38,0
2008,4,10,12.88,52.75,0
2008,4,11,11.17,45.44,0
2008,4,12,11.11,46.38,0
2008,4,13,12.21,50.25,0
2008,4,14,14.22,57.38,0
2008,4,15,14.89,59.06,0
2008,4,16,14.95,57.31,0
2008,4,17,13.43,51.31,0
2008,4,18,11.96,43.5,0
2008,4,19,12.39,41.88,0
2008,4,20,12.63,42.56,0
2008,4,21,10.56,37.25,0
2008,4,22,11.84,42.44,0
2008,4,23,12.63,46.06,0
2008,4,24,13.98,53.25,0
2008,4,25,13,51.38,0
2008,4,26,13.43,50.25,0
2008,4,27,13.37,45.69,0
2008,4,28,13.79,43.44,0
2008,4,29,14.47,45.88,0
2008,4,30,15.69,49.69,0
2008,5,1,13.18,39.06,0
2008,5,2,9.46,28.81,0
2008,5,3,6.35,19.94,0
2008,5,4,7.75,23,0
2008,5,5,7.32,21,0
2008,5,6,7.75,22.69,0
2008,5,7,8.54,24.94,0
2008,5,8,11.17,32.88,0
2008,5,9,11.11,32.25,0
2008,5,10,10.25,29.56,0.01
2008,5,11,9.46,26.75,0
2008,5,12,8.36,23.75,0.62
2008,5,13,10.44,30,0.18
2008,5,14,10.07,28.12,0.02
2008,5,15,9.34,25.06,0.07
2008,5,16,7.75,20.75,0.01
2008,5,17,7.57,20.5,0
2008,5,18,8.48,22.94,0
2008,5,19,10.44,27.81,0
2008,5,20,12.76,33.75,2.53
2008,5,21,14.71,43.06,5.16
2008,5,22,15.14,49.75,0.78
2008,5,23,14.83,48.06,0.01
2008,5,24,14.83,50.25,0.19
2008,5,25,13.67,42.06,0.23
2008,5,26,13.98,42.75,0.07
2008,5,27,14.71,44.69,0.01
2008,5,28,15.08,45.31,1.63
2008,5,29,15.14,47.44,0.85
2008,5,30,13.98,46.62,0.12
2008,5,31,13.61,42.81,1
2008,6,1,15.14,49.75,7
2008,6,2,16.48,62.44,0.85
2008,6,3,16.97,63.5,9.62
2008,6,4,17.46,66.19,2.51
2008,6,5,15.93,56,0.08
2008,6,6,15.99,59.19,0.66
2008,6,7,16.6,63,0.2
2008,6,8,16.3,64.81,0.22
2008,6,9,15.69,63.44,0.72
2008,6,10,15.14,61.31,1.28
2008,6,11,14.77,56.25,0.99
2008,6,12,15.87,62.75,7.92
2008,6,13,14.83,61.88,0.66
2008,6,14,14.59,56.94,0.07
2008,6,15,14.89,56.25,0.04
2008,6,16,15.44,57.25,0
2008,6,17,14.4,55,0
2008,6,18,14.16,50.38,0.02
2008,6,19,14.65,51.06,0
2008,6,20,14.22,46.44,0
2008,6,21,14.71,47.94,1.89
2008,6,22,14.65,51.38,0.52
2008,6,23,14.34,53.88,1.18
2008,6,24,15.44,61.75,0.65
2008,6,25,15.93,61.75,2.99
2008,6,26,15.62,64.31,6.69
2008,6,27,16.42,66.5,3.08
2008,6,28,16.11,62.69,4.9
2008,6,29,15.2,54.5,0.01
2008,6,30,14.59,51.25,0.08
2008,7,1,14.95,55.19,1.03
2008,7,2,15.01,52.94,0.08
2008,7,3,15.14,54,0.18
2008,7,4,14.59,49.94,0.34
2008,7,5,15.44,55.31,0.01
2008,7,6,15.69,57.75,3.11
2008,7,7,14.95,54,1.37
2008,7,8,15.08,53.62,0.75
2008,7,9,14.95,54.38,2.87
2008,7,10,15.38,58.81,3.03
2008,7,11,15.08,55.12,0.27
2008,7,12,13.98,47.81,0.02
2008,7,13,14.22,47.5,0
2008,7,14,15.93,62.44,0.21
2008,7,15,15.87,58.69,0.16
2008,7,16,15.14,54.19,0.08
2008,7,17,16.72,66.56,0.59
2008,7,18,16.72,64.56,1.74
2008,7,19,17.46,69.44,13.21
2008,7,20,17.76,73.94,1.47
2008,7,21,17.27,69.25,3.62
2008,7,22,18.07,78.12,2.25
2008,7,23,18.43,78.19,11.33
2008,7,24,18.07,79.31,6.47
2008,7,25,17.64,75.06,13.36
2008,7,26,17.46,77.19,5.17
2008,7,27,17.7,78.56,35.13
2008,7,28,17.46,76.38,3.36
2008,7,29,16.97,72.44,1.41
2008,7,30,17.09,69.06,1.67
2008,7,31,16.91,67,0.73
2008,8,1,17.27,69.31,9.54
2008,8,2,17.94,79.12,20.45
2008,8,3,17.82,78.88,7.54
2008,8,4,17.76,78.75,13.15
2008,8,5,17.58,76.06,10.78
2008,8,6,17.4,73.69,1.49
2008,8,7,17.7,78.75,3.26
2008,8,8,17.94,80.75,33.17
2008,8,9,18.19,88.25,66.81
2008,8,10,17.76,84.44,5.02
2008,8,11,17.76,78.88,0.65
2008,8,12,17.94,78.06,0
2008,8,13,18.19,77.31,6.97
2008,8,14,18.55,85.31,6.64
2008,8,15,18.43,81.5,0.94
2008,8,16,18.31,83.69,22.67
2008,8,17,18.43,84.44,5.6
2008,8,18,18.43,85,9.03
2008,8,19,18.31,87.25,1.78
2008,8,20,17.76,82.56,0.35
2008,8,21,18.07,81.12,0.6
2008,8,22,17.64,78.31,0.57
2008,8,23,17.64,75.75,0
2008,8,24,17.94,79.25,0.16
2008,8,25,18.62,84.69,10.72
2008,8,26,18.01,82.31,4.9
2008,8,27,18.31,81.06,1.49
2008,8,28,18.62,83.44,0.64
2008,8,29,18.62,84.69,0.71
2008,8,30,18.92,85.94,8.88
2008,8,31,18.07,83.19,3.44
2008,9,1,18.43,83.31,1.39
2008,9,2,18.74,84.94,0.45
2008,9,3,19.04,87.56,1.35
2008,9,4,19.23,87.31,5.88
2008,9,5,19.04,86.12,4.86
2008,9,6,18.92,83.69,10.12
2008,9,7,18.74,85.88,21.82
2008,9,8,18.68,89.5,19.93
2008,9,9,18.43,84.56,23.87
2008,9,10,18.31,83.12,5.16
2008,9,11,18.86,83.81,12.87
2008,9,12,18.8,87.19,5.89
2008,9,13,18.25,81.81,0.27
2008,9,14,17.76,80.06,0.01
2008,9,15,17.58,79.38,0
2008,9,16,16.85,79.88,0.19
2008,9,17,17.27,83.19,0.27
2008,9,18,18.13,82.75,0.15
2008,9,19,18.25,80.5,0.35
2008,9,20,18.01,81.56,7.07
2008,9,21,18.37,88.12,8.5
2008,9,22,18.49,86.88,3
2008,9,23,17.7,79.69,0
2008,9,24,18.01,78.31,6.95
2008,9,25,18.13,83.5,1.5
2008,9,26,16.91,78.12,0.12
2008,9,27,16.24,74.81,0
2008,9,28,15.62,72.56,0
2008,9,29,15.32,68.81,0
2008,9,30,14.71,67.19,0
2008,10,1,15.69,70.31,0
2008,10,2,17.7,79.56,2.04
2008,10,3,18.43,85.12,2.87
2008,10,4,17.64,83.25,0.25
2008,10,5,17.52,80.56,0.03
2008,10,6,18.13,81.81,1.76
2008,10,7,18.43,83.94,4.03
2008,10,8,18.25,82.25,7.82
2008,10,9,18.31,80.5,7.88
2008,10,10,18.13,80.12,1.47
2008,10,11,17.64,80.81,0.28
2008,10,12,17.76,83.62,2.42
2008,10,13,17.4,81.88,0.07
2008,10,14,16.54,78.75,0
2008,10,15,17.21,82.75,0.07
2008,10,16,17.4,85.38,2.39
2008,10,17,18.07,86.75,2.81
2008,10,18,17.64,84.06,2.06
2008,10,19,17.52,82.69,0.86
2008,10,20,17.82,85.81,6.1
2008,10,21,17.52,87.88,4.82
2008,10,22,16.91,86.25,7.8
2008,10,23,17.82,88,5.38
2008,10,24,16.42,82.25,0.03
2008,10,25,13.06,73.06,0
2008,10,26,11.84,72.62,0
2008,10,27,11.17,68.25,0
2008,10,28,10.68,65.44,0
2008,10,29,11.35,60.69,0
2008,10,30,11.54,63,0
2008,10,31,11.6,68,0
2008,11,1,11.17,63.56,0
2008,11,2,10.93,61.81,0
2008,11,3,11.11,62.19,0
2008,11,4,11.41,64.44,0
2008,11,5,11.05,62.12,0
2008,11,6,11.05,61.44,0
2008,11,7,12.15,68.75,0
2008,11,8,11.78,67.31,0
2008,11,9,12.02,66.94,0
2008,11,10,14.22,74.19,0.01
2008,11,11,13.79,74.06,0
2008,11,12,12.82,71.75,0
2008,11,13,13.31,72.5,0
2008,11,14,11.29,66.06,0.4
2008,11,15,14.65,84.38,17.41
2008,11,16,16.85,90.19,22.47
2008,11,17,17.46,87,4.83
2008,11,18,17.27,84.69,0.11
2008,11,19,17.03,83.5,0.01
2008,11,20,16.42,80.81,0.03
2008,11,21,16.54,82.75,3.1
2008,11,22,16.36,84.44,1.58
2008,11,23,16.05,81.81,0.68
2008,11,24,14.83,79,0.15
2008,11,25,12.45,77.44,0
2008,11,26,10.68,72.88,0.02
2008,11,27,11.05,74.88,1.95
2008,11,28,15.69,93,20.91
2008,11,29,16.85,91.19,5.99
2008,11,30,16.85,89.62,0.52
2008,12,1,16.17,84.44,0.04
2008,12,2,15.38,81.88,0
2008,12,3,14.47,79.56,0
2008,12,4,13.79,78.19,0
2008,12,5,13.18,77.38,0
2008,12,6,12.39,74.31,0
2008,12,7,12.63,74.12,0
2008,12,8,14.34,80.88,0
2008,12,9,14.22,79.62,0
2008,12,10,13.18,74.88,0
2008,12,11,13.43,76.94,0
2008,12,12,13.98,77.56,0
2008,12,13,13.79,77.94,0
2008,12,14,13,77,0
2008,12,15,12.57,75.38,0
2008,12,16,13.73,78.5,0
2008,12,17,13.49,77.81,0
2008,12,18,12.33,76.31,0
2008,12,19,11.96,73.94,0
2008,12,20,11.6,69.12,0
2008,12,21,11.05,66.31,0
2008,12,22,11.78,70.25,0
2008,12,23,12.88,74.44,0.04
2008,12,24,13.67,75.94,0.02
2008,12,25,12.82,71.62,0
2008,12,26,9.7,58.38,0
2008,12,27,8,49.75,0
2008,12,28,8.24,56.06,0
2008,12,29,9.58,64.69,0
2008,12,30,10.62,68.94,0
2008,12,31,11.17,69.81,0
2009,1,1,10.74,68.12,0
2009,1,2,12.02,72.94,0
2009,1,3,11.9,73.25,0
2009,1,4,11.84,71.94,0
2009,1,5,11.96,72,0
2009,1,6,10.93,68.25,0
2009,1,7,11.41,71.56,0
2009,1,8,12.21,74.25,0.03
2009,1,9,12.57,71,0.01
2009,1,10,12.63,71.69,0
2009,1,11,12.15,69.75,0
2009,1,12,11.96,69.25,0
2009,1,13,12.02,70.56,0
2009,1,14,11.84,68.62,0
2009,1,15,10.74,64.12,0
2009,1,16,10.99,64.75,0
2009,1,17,11.11,66.56,0
2009,1,18,11.11,66,0
2009,1,19,10.74,63.94,0
2009,1,20,11.23,64.88,0
2009,1,21,10.5,61.56,0
2009,1,22,9.64,56.69,0
2009,1,23,9.16,52.25,0
2009,1,24,11.05,63.31,0
2009,1,25,11.05,63.5,0
2009,1,26,10.07,58.94,0
2009,1,27,8.79,50.12,0
2009,1,28,8.97,51.44,0
2009,1,29,9.16,50.88,0
2009,1,30,9.34,50.31,0
2009,1,31,9.4,50,0
2009,2,1,10.01,51.31,0
2009,2,2,10.25,51.94,0
2009,2,3,11.41,57.56,0
2009,2,4,12.39,60.94,0
2009,2,5,12.33,59.38,0
2009,2,6,10.99,54.44,0
2009,2,7,10.86,53.19,0
2009,2,8,11.17,56.31,0
2009,2,9,11.72,59.94,0
2009,2,10,11.05,56.62,0
2009,2,11,9.28,47.06,0
2009,2,12,8.85,43.75,0
2009,2,13,7.69,37.75,0
2009,2,14,9.52,48.56,0
2009,2,15,9.89,48.94,0
2009,2,16,10.68,52.81,0
2009,2,17,11.17,55.94,0
2009,2,18,10.01,49.19,0
2009,2,19,10.25,49.69,0
2009,2,20,10.68,55.31,0
2009,2,21,9.89,48.5,0
2009,2,22,7.81,33.81,0
2009,2,23,8.61,37.25,0
2009,2,24,9.09,38.75,0
2009,2,25,8.24,35.25,0
2009,2,26,8.61,38.56,0
2009,2,27,8.61,39.81,0
2009,2,28,8.36,37.56,0
2009,3,1,6.41,26.81,0
2009,3,2,8,33.69,0
2009,3,3,9.34,40.31,0
2009,3,4,8.67,38.06,0
2009,3,5,8.12,35.31,0
2009,3,6,7.08,29.81,0
2009,3,7,8.73,37.81,0
2009,3,8,9.64,44.31,0
2009,3,9,9.58,46.69,0
2009,3,10,9.46,42.69,0
2009,3,11,11.05,46.75,0.02
2009,3,12,8.67,33.5,0
2009,3,13,8.06,31.69,0
2009,3,14,11.66,51.25,0.02
2009,3,15,11.47,47.44,0
2009,3,16,10.38,40.38,0
2009,3,17,10.8,47.19,0
2009,3,18,10.31,46.06,0
2009,3,19,9.16,37.88,0
2009,3,20,10.56,43.12,0.01
2009,3,21,11.47,46.88,0.82
2009,3,22,12.33,50.12,2.13
2009,3,23,12.21,49.56,0.26
2009,3,24,11.35,46.88,0.01
2009,3,25,9.83,40.88,0
2009,3,26,10.19,41.19,0
2009,3,27,10.25,40.44,0
2009,3,28,11.29,44.06,0
2009,3,29,11.54,45.69,0
2009,3,30,11.23,43.12,0
2009,3,31,10.93,39.94,0
2009,4,1,11.11,40.75,0
2009,4,2,10.68,38.75,0
2009,4,3,11.66,43.25,0
2009,4,4,10.93,39.31,0
2009,4,5,10.99,39.88,0
2009,4,6,11.9,41.25,0
2009,4,7,12.57,44.06,3.49
2009,4,8,14.71,55.69,4.68
2009,4,9,12.88,48.38,0.07
2009,4,10,12.82,47.44,0
2009,4,11,10.5,35.62,0
2009,4,12,10.56,36.06,0
2009,4,13,9.4,33.56,0
2009,4,14,11.05,40.31,0
2009,4,15,11.9,44.31,0
2009,4,16,12.88,44.81,0
2009,4,17,13.12,42.38,0
2009,4,18,15.14,47.31,0
2009,4,19,14.77,50.88,0.07
2009,4,20,13.85,45.25,0.03
2009,4,21,10.99,32,0
2009,4,22,9.03,26.25,0
2009,4,23,11.96,36.81,0
2009,4,24,12.82,41.75,0
2009,4,25,14.1,45.5,0
2009,4,26,12.82,43.31,0
2009,4,27,12.82,44.56,0.01
2009,4,28,11.84,40.31,0
2009,4,29,10.99,38.12,0
2009,4,30,11.9,38.88,0
2009,5,1,12.82,39.06,0
2009,5,2,11.11,31.25,0
2009,5,3,11.9,32.81,0
2009,5,4,15.99,50.44,16.13
2009,5,5,15.2,50.69,2.21
2009,5,6,13.92,45.44,0.07
2009,5,7,12.45,38.62,0
2009,5,8,13.49,40.75,0
2009,5,9,13.18,38.31,0
2009,5,10,11.41,32.62,0
2009,5,11,11.78,36.12,0
2009,5,12,11.35,34.81,0
2009,5,13,14.1,41.06,0
2009,5,14,13.49,36.69,0.03
2009,5,15,12.76,35.81,0
2009,5,16,14.04,40.69,0
2009,5,17,15.08,48.88,0.47
2009,5,18,15.75,54,0.18
2009,5,19,15.75,51.25,3.1
2009,5,20,16.72,57.88,1.29
2009,5,21,18.31,66.88,15
2009,5,22,18.37,67.62,0.2
2009,5,23,17.33,60.5,1.29
2009,5,24,16.24,53,2.9
2009,5,25,13.98,46.19,0.23
2009,5,26,14.16,43.38,0
2009,5,27,14.16,42.56,0.07
2009,5,28,16.6,54.88,15.09
2009,5,29,17.21,59.06,4.96
2009,5,30,16.72,66.56,0.59
2009,5,31,17.64,65.44,11.97
2009,6,1,16.66,61.5,0.65
2009,6,2,15.62,53,3.63
2009,6,3,15.38,50.44,0.04
2009,6,4,15.69,48.25,0.26
2009,6,5,16.54,55.81,0.56
2009,6,6,16.11,57.19,0.63
2009,6,7,16.42,61.5,7.63
2009,6,8,16.05,59.25,0.34
2009,6,9,15.32,52.56,0
2009,6,10,15.69,52.12,0.59
2009,6,11,16.97,72.56,4.46
2009,6,12,18.01,74.75,25.05
2009,6,13,17.7,71.12,0.78
2009,6,14,17.58,73.56,0
2009,6,15,17.27,68.81,3.95
2009,6,16,18.01,78.25,9.78
2009,6,17,17.21,62.31,0.33
2009,6,18,17.33,66,0.11
2009,6,19,18.19,73.56,0
2009,6,20,18.86,80.06,12.85
2009,6,21,17.76,76.31,2.79
2009,6,22,16.3,64,0
2009,6,23,16.72,63,0.52
2009,6,24,16.11,61.56,0.06
2009,6,25,17.03,67.06,0.06
2009,6,26,17.09,72.12,0.91
2009,6,27,16.97,70.94,1.12
2009,6,28,16.66,72.69,0.36
2009,6,29,16.78,67.69,3.34
2009,6,30,16.78,66.62,1.27
2009,7,1,17.15,66.56,0.08
2009,7,2,17.21,70,0.69
2009,7,3,16.78,67.88,0.48
2009,7,4,16.48,71.69,5.32
2009,7,5,16.05,66.62,0.75
2009,7,6,16.6,66.62,1.72
2009,7,7,16.3,64.81,1.85
2009,7,8,15.38,66.5,5.1
2009,7,9,15.26,67.38,3.42
2009,7,10,15.08,65.19,0.08
2009,7,11,15.62,63.19,0.02
2009,7,12,16.24,61.69,0.14
2009,7,13,16.36,64.75,3.14
2009,7,14,16.42,66.81,3.07
2009,7,15,15.93,65.69,1.41
2009,7,16,16.05,61.75,0.47
2009,7,17,16.54,61.12,0.81
2009,7,18,15.5,56.44,0
2009,7,19,15.44,57.44,0.7
2009,7,20,16.24,66.94,5.56
2009,7,21,16.91,70.56,4.27
2009,7,22,15.87,62.06,0.31
2009,7,23,15.38,56.88,0
2009,7,24,15.38,55.56,0
2009,7,25,15.81,56.38,0.15
2009,7,26,15.93,58.31,0.52
2009,7,27,15.38,56.62,0.46
2009,7,28,15.69,58.25,0
2009,7,29,16.72,65.62,5.77
2009,7,30,16.17,62.69,0.18
2009,7,31,16.48,61.62,0.03
2009,8,1,16.36,61.25,0
2009,8,2,15.69,54.81,0
2009,8,3,15.62,53.94,0
2009,8,4,15.5,55.56,0.01
2009,8,5,15.01,54.25,0
2009,8,6,14.83,50.81,0
2009,8,7,14.71,50.06,0
2009,8,8,14.89,50.25,0.25
2009,8,9,15.69,57.12,0.31
2009,8,10,16.11,64.62,1.26
2009,8,11,16.05,66,1.78
2009,8,12,16.17,59.31,0.36
2009,8,13,15.99,55.31,0.04
2009,8,14,17.03,69.38,9.22
2009,8,15,17.15,73.31,2.98
2009,8,16,17.4,71.81,3.09
2009,8,17,19.53,86.94,44.81
2009,8,18,19.1,84.81,4.48
2009,8,19,18.37,83.12,12.07
2009,8,20,17.33,79.81,11.79
2009,8,21,17.27,77,6.23
2009,8,22,17.94,76.88,4.19
2009,8,23,18.74,80.31,5.1
2009,8,24,18.68,84.56,9.78
2009,8,25,18.07,87.06,12.3
2009,8,26,17.27,77.56,9.85
2009,8,27,16.91,74.06,0.21
2009,8,28,16.85,72,0.11
2009,8,29,17.4,72.25,0.02
2009,8,30,18.25,76.38,29.46
2009,8,31,19.23,88.19,30.92
2009,9,1,18.86,88.56,21.99
2009,9,2,18.92,87.56,10.34
2009,9,3,17.7,80.81,0.73
2009,9,4,18.49,80.69,1.9
2009,9,5,18.25,84.31,5.3
2009,9,6,17.82,84.88,2.55
2009,9,7,17.88,79.5,0.03
2009,9,8,17.94,77.94,0.02
2009,9,9,18.13,76.12,0.82
2009,9,10,18.13,75.75,4.2
2009,9,11,18.25,75.5,0.61
2009,9,12,18.68,75.31,0.13
2009,9,13,18.92,73.94,15.5
2009,9,14,19.35,76.5,10.37
2009,9,15,18.13,74.62,0.45
2009,9,16,18.01,76.12,0
2009,9,17,17.88,75.44,0.02
2009,9,18,18.19,77.06,0.03
2009,9,19,18.37,79.12,3.52
2009,9,20,18.68,80.88,1.77
2009,9,21,18.86,79.31,0.24
2009,9,22,19.35,84.94,0.14
2009,9,23,18.98,83.94,7.97
2009,9,24,19.04,79.81,2.27
2009,9,25,18.55,78.38,0.21
2009,9,26,18.62,77.38,0.64
2009,9,27,18.74,83.62,7.69
2009,9,28,18.92,85,5.08
2009,9,29,19.1,90.25,31.93
2009,9,30,18.74,91.25,33.37
2009,10,1,19.71,91.94,29.33
2009,10,2,20.02,90.62,10.49
2009,10,3,19.47,89.38,2.45
2009,10,4,18.13,81.06,0.04
2009,10,5,18.25,81.25,0.02
2009,10,6,18.37,82.19,0.02
2009,10,7,18.68,83,0
2009,10,8,18.43,82.19,0.09
2009,10,9,17.52,81.06,0.02
2009,10,10,17.33,76.5,0.11
2009,10,11,17.82,80.69,0.01
2009,10,12,16.54,75.38,0
2009,10,13,16.66,76.5,3.15
2009,10,14,16.05,75.38,0.31
2009,10,15,15.32,70.94,0
2009,10,16,15.26,68.62,0
2009,10,17,15.75,72.44,0
2009,10,18,15.44,69.94,0
2009,10,19,15.01,68.56,0
2009,10,20,13.31,66.75,0
2009,10,21,12.51,62.94,0
2009,10,22,11.72,60.06,0
2009,10,23,11.47,61.56,0
2009,10,24,10.74,61.69,0
2009,10,25,11.05,61.19,0
2009,10,26,11.54,61.38,0
2009,10,27,13.12,66.75,0
2009,10,28,15.75,77.88,0
2009,10,29,16.48,84.81,0.93
2009,10,30,13.79,71.31,0.06
2009,10,31,11.84,65,0
2009,11,1,12.02,66.38,0
2009,11,2,12.15,67.31,0
2009,11,3,14.4,75.12,0.32
2009,11,4,16.48,80.94,3.79
2009,11,5,15.99,82,2.94
2009,11,6,16.36,84.19,4.16
2009,11,7,16.85,86.25,4.86
2009,11,8,17.27,89.69,10.69
2009,11,9,16.42,83.5,1.52
2009,11,10,16.85,85,4.18
2009,11,11,17.4,91.06,4.89
2009,11,12,17.58,85.19,1.89
2009,11,13,18.01,88.12,0.85
2009,11,14,17.15,82.75,0.93
2009,11,15,15.75,78,0.17
2009,11,16,17.33,85.25,0.84
2009,11,17,17.82,88.75,6.67
2009,11,18,18.25,91.19,14.38
2009,11,19,17.76,87.06,4.04
2009,11,20,17.94,87.88,6.78
2009,11,21,15.87,85.69,1.88
2009,11,22,14.34,82.38,2.33
2009,11,23,16.05,85.94,2.87
2009,11,24,16.05,84.31,0.27
2009,11,25,14.16,75.94,0
2009,11,26,11.35,65.62,0
2009,11,27,11.6,72.69,0
2009,11,28,10.38,66.56,0
2009,11,29,9.64,62.81,0
2009,11,30,9.83,64.06,0
2009,12,1,10.8,68.94,0
2009,12,2,11.96,72.69,0.01
2009,12,3,13.31,78.94,0.39
2009,12,4,13.06,76.06,0.09
2009,12,5,12.45,74.25,0
2009,12,6,13.06,75.56,0
2009,12,7,12.51,72.81,0
2009,12,8,13,76.62,0
2009,12,9,12.51,74.38,0
2009,12,10,12.51,74.94,0
2009,12,11,12.08,74.88,0
2009,12,12,11.84,72.69,0
2009,12,13,12.94,73.38,0
2009,12,14,13,74.5,0
2009,12,15,13.67,74.75,0
2009,12,16,13.98,78.06,7.32
2009,12,17,14.04,82.06,1.55
2009,12,18,13.12,75.81,0.04
2009,12,19,14.04,77.5,0
2009,12,20,13.73,76.12,0
2009,12,21,13.85,77.44,0
2009,12,22,13.85,76.31,0
2009,12,23,10.99,63.69,0
2009,12,24,9.46,61.62,0
2009,12,25,7.75,55.56,0
2009,12,26,10.99,71.44,0
2009,12,27,11.54,71.19,0
2009,12,28,12.02,73.06,0
2009,12,29,13,74.94,0.56
2009,12,30,13.55,77.06,0.27
2009,12,31,13.49,74.69,0
2010,1,1,9.16,59.38,0
2010,1,2,12.33,74.88,0
2010,1,3,11.11,65.62,0
2010,1,4,8.97,55.31,0
2010,1,5,10.74,63.62,0
2010,1,6,11.23,69.06,0
2010,1,7,12.02,72.88,0
2010,1,8,11.72,70.62,0.05
2010,1,9,13.85,73.81,0.51
2010,1,10,14.89,76.5,0.17
2010,1,11,15.08,73.5,0.06
2010,1,12,14.77,71,0.02
2010,1,13,15.69,75.12,5.72
2010,1,14,15.75,79.12,0.42
2010,1,15,15.08,79.56,0.29
2010,1,16,14.22,77.88,0.05
2010,1,17,13.49,70.75,0.02
2010,1,18,12.57,68.25,0
2010,1,19,8.42,50.88,0
2010,1,20,6.77,44.19,0
2010,1,21,8.24,54.75,0
2010,1,22,9.64,63.19,0
2010,1,23,9.89,64.31,0
2010,1,24,10.07,64.25,0
2010,1,25,9.34,59.75,0
2010,1,26,9.95,61.31,0
2010,1,27,11.66,66.75,0
2010,1,28,11.47,64.5,0
2010,1,29,11.23,61.31,0
2010,1,30,8.85,50.88,0
2010,1,31,8.3,48.94,0
2010,2,1,10.74,63.5,0
2010,2,2,11.35,64.25,0
2010,2,3,10.19,58.62,0
2010,2,4,9.77,56.19,0
2010,2,5,9.58,54.56,0
2010,2,6,10.86,59.56,0
2010,2,7,11.72,63.31,0
2010,2,8,10.19,56.56,0
2010,2,9,8.97,52.69,0
2010,2,10,10.13,58.69,0
2010,2,11,11.11,60.62,0
2010,2,12,11.05,58.38,0
2010,2,13,11.47,59.06,0
2010,2,14,11.23,56.62,0
2010,2,15,11.6,57.44,0.02
2010,2,16,12.02,59.88,0.03
2010,2,17,12.02,58.62,0.12
2010,2,18,10.93,51,0.03
2010,2,19,11.54,53.31,0.01
2010,2,20,11.47,54.06,0.01
2010,2,21,12.15,54.5,0.02
2010,2,22,12.33,53.75,0
2010,2,23,12.76,54.25,0.56
2010,2,24,12.88,51.69,0.01
2010,2,25,13.18,56.38,0
